EMPLOYEE_ID,RACE,GENDER,GENDER_NUM,DEPARTMENT_NAME,TITLE,REGULAR_PAY,PAY_NUM,LOG_PAY
20261,White,Male,1,BPS Brighton Latin,Teacher,"$114,561.00 ",114561,5.059036796
20262,White,Male,1,Mildred Avenue K-8,Teacher,"$25,658.24 ",25658.24,4.409226863
20263,White,Female,0,BPS Kenny Elementary,Teacher,"$10,437.69 ",10437.69,4.018604394
20264,White,Female,0,BPS Condon Elementary,Paraprofessional,"$37,321.56 ",37321.56,4.571959788
20265,White,Male,1,Assessing Department,Employment Agreement,"$3,150.00 ",3150,3.498310554
20266,White,Female,0,BPS Madison Park High,Part-Time Cafeteria Attendant,$497.77 ,497.77,2.697028719
20267,White,Female,0,BPS Taylor Elementary,Teacher,"$120,958.24 ",120958.24,5.082635459
20268,White,Female,0,BPS Otis Elementary,Teacher,"$96,777.78 ",96777.78,4.985775656
20269,Black,Male,1,Brighton Public Library,Technical Support Associate,"$50,490.13 ",50490.13,4.703206489
20270,White,Female,0,BPS Charlestown High,Teacher,"$82,400.90 ",82400.9,4.915931955
20271,White,Male,1,BPS O'Bryant School,Teacher,"$10,748.16 ",10748.16,4.031334123
20272,White,NA,1,Brighton Public Library,Sr Bldg Custodian,"$60,550.35 ",60550.35,4.782116658
20273,White,Male,1,Brighton Fire Department,Dep Fire Chief,"$230,615.98 ",230615.98,5.362889397
20274,White,Male,1,Brighton Fire Department,Fire Fighter,"$108,390.32 ",108390.32,5.034990498
20275,White,Male,1,Brighton Fire Department,Dep Fire Chief Administration,"$218,831.16 ",218831.16,5.340109163
20276,White,Male,1,Brighton Police Department,Police Detective,"$98,014.15 ",98014.15,4.991288778
20277,White,Female,0,Lyndon K-8,Teacher,"$128,009.96 ",128009.96,5.107243762
20278,White,NA,1,BPS Special Education,Sen Clerk School Sec 766-15B,"$43,808.27 ",43808.27,4.641556103
20279,White,Male,1,Brighton Fire Department,Fire Lieutenant,"$145,198.53 ",145198.53,5.16196222
20280,NA,Female,0,Brighton Public Library,Sr Library Asst (Branch),"$46,740.78 ",46740.78,4.669695956
20281,Hispanic,Male,1,Kilmer K-8,Teacher,"$65,159.74 ",65159.74,4.813979343
20282,White,Male,1,BPS School Safety Service,Officer-Bps Police,"$45,024.52 ",45024.52,4.653449092
20283,White,Male,1,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$17,014.03 ",17014.03,4.230807194
20284,White,Male,1,Brighton Fire Department,Fire Fighter,"$130,300.98 ",130300.98,5.114947682
20285,White,Male,1,Brighton Police Department,Police Officer,"$97,323.22 ",97323.22,4.988216469
20286,White,Female,0,Tech Brighton Academy,Teacher,"$119,613.96 ",119613.96,5.077781869
20287,NA,Female,0,Roosevelt K-8,Paraprofessional,"$39,333.23 ",39333.23,4.594759612
20288,White,Male,1,Brighton Fire Department,Fire Fighter,"$103,841.17 ",103841.17,5.016369573
20289,White,Male,1,Brighton Fire Department,Fire Fighter-AdvanceTechnician,"$118,485.74 ",118485.74,5.073666085
20290,White,Female,0,BPS Transportation,Cab Monitor,"$18,604.03 ",18604.03,4.269607031
20291,White,Female,0,BPS Hale Elementary,Teacher,"$73,616.40 ",73616.4,4.866974576
20292,White,Female,0,Food & Nutrition Svc,Substitute Cafeteria Attendant,"$14,634.78 ",14634.78,4.165386198
20293,White,Male,1,Public Works Department,Highway Maint Frprs (Pwd)##,"$55,484.04 ",55484.04,4.744168076
20294,White,Male,1,BPS Orchard Gardens K-8 Pilot,Teacher,"$94,838.43 ",94838.43,4.976984356
20295,White,Female,0,Traffic Division,Parking Meter Supervisor,"$27,712.33 ",27712.33,4.442673042
20296,White,Male,1,Brighton Cntr - Youth & Families,Athletic Assistant,"$20,979.57 ",20979.57,4.321796583
20297,White,Male,1,BPS Charlestown High,Coord-Manager (B),"$69,176.88 ",69176.88,4.839960971
20298,White,Male,1,Brighton Police Department,Police Officer,"$102,327.75 ",102327.75,5.009993425
20299,White,Male,1,Brighton Police Department,Police Sergeant (Det),"$136,359.36 ",136359.36,5.134684954
20300,White,Male,1,Workers Compensation Service,Workers Comp Job Classificatn,NA,NA,NA
20301,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$34,975.29 ",34975.29,4.543761324
20302,White,Male,1,Brighton Police Department,Police Officer,"$84,380.75 ",84380.75,4.926243381
20303,NA,Male,1,BPS School Safety Service,Officer-Bps Police,"$45,070.31 ",45070.31,4.653890545
20304,White,Male,1,Mayor's Office,Exec Dir,"$75,216.79 ",75216.79,4.876314795
20305,White,Male,1,BPS Special Education,One to One Para,"$51,531.37 ",51531.37,4.712071689
20306,White,Male,1,Brighton Public Library,Sr Library Asst (Branch),"$41,015.43 ",41015.43,4.612947269
20307,White,Female,0,Assessing Department,Supv-Asst Assessors,"$90,461.99 ",90461.99,4.956466137
20308,White,Male,1,BPS Transportation,Cab Monitor,"$15,866.14 ",15866.14,4.200471282
20309,White,NA,1,Frederick Pilot Middle,Teacher,"$108,613.17 ",108613.17,5.035882489
20310,White,Male,1,BPS Adams Elementary,Teacher,"$121,781.20 ",121781.2,5.085580249
20311,White,Male,1,Superintendent,Employment Agreement,"$29,600.00 ",29600,4.471291711
20312,Asian,Female,0,Ellison/Parks EES,Teacher,"$104,089.76 ",104089.76,5.017408007
20313,White,Female,0,BPS Quincy Elementary,Community Field Coordinator,"$34,889.62 ",34889.62,4.542696239
20314,Black,Female,0,Jackson/Mann K-8,Lunch Hour Monitors,"$9,292.41 ",9292.41,3.968128364
20315,NA,Female,0,Transportation-Parking Clerk,Data Proc Coordinator,"$75,234.30 ",75234.3,4.876415885
20316,White,Male,1,Brighton Police Department,Police Officer,"$67,779.53 ",67779.53,4.831098553
20317,White,Male,1,Brighton Police Department,Police Sergeant,"$31,029.40 ",31029.4,4.491773378
20318,Black,NA,1,BPS Facility Management,Sen Cust C,"$58,734.67 ",58734.67,4.768894533
20319,White,Female,0,Brighton Police Department,Management Analyst (Bpd)(Asse),"$72,595.79 ",72595.79,4.860911436
20320,White,Female,0,ASD Human Resources,Head Account Clerk,"$56,931.04 ",56931.04,4.755349117
20321,White,Female,0,Traffic Division,Sr Parking Meter Supervisor II,"$58,388.28 ",58388.28,4.766325682
20322,White,Male,1,BPS Facility Mgmt/A & R,Asst Supv-Sch Bld El In & Mnt,"$78,287.42 ",78287.42,4.893691981
20323,White,Female,0,BPS East Brighton High,Teacher,"$50,019.23 ",50019.23,4.699137002
20324,White,Female,0,Brighton Public Library,Library Aide,"$6,514.52 ",6514.52,3.813882422
20325,White,Male,1,Brighton Fire Department,Assoc Inspec Engineer (Fire),"$116,181.03 ",116181.03,5.065135222
20326,NA,Male,1,Quincy Upper School,Teacher,"$91,884.06 ",91884.06,4.963240177
20327,White,Female,0,Brighton Police Department,School Traffic Supv,"$10,169.10 ",10169.1,4.007282518
20328,NA,Male,1,Brighton Fire Department,Fire Fighter,"$123,890.80 ",123890.8,5.093039057
20329,White,Male,1,Brighton Police Department,Police Detective,"$115,253.47 ",115253.47,5.06165401
20330,White,Female,0,BPS Office Of Budget Mgmt,Attendant,$581.51 ,581.51,2.764557188
20331,White,Female,0,Mildred Avenue K-8,Teacher,"$110,159.34 ",110159.34,5.042021325
20332,White,Female,0,Brighton Police Department,Police Officer,NA,NA,NA
20333,White,Female,0,Haynes EEC,Surround Care Paraprofessional,"$46,010.75 ",46010.75,4.662859313
20334,White,Female,0,BPS Channing Elementary,Teacher,"$107,704.46 ",107704.46,5.032233688
20335,White,Female,0,UP Academy Dorchester,Part-Time Cafeteria Attendant,"$13,729.63 ",13729.63,4.137658834
20336,White,Male,1,Public Works Department,Maint MechI(LightSrvRep/Pwd)##,"$70,839.05 ",70839.05,4.850272728
20337,White,Female,0,Henderson Elementary,Part-Time Cafeteria Attendant,"$11,066.48 ",11066.48,4.044009503
20338,White,Male,1,BPS Transportation,Cab Monitor,"$27,178.51 ",27178.51,4.434225644
20339,White,Female,0,Henderson Elementary,Teacher,"$44,724.60 ",44724.6,4.650546465
20340,Hispanic,Female,0,"Kennedy, PJ Elementary",Paraprofessional,"$38,188.39 ",38188.39,4.581931349
20341,NA,Female,0,BPS Charlestown High,Part-Time Cafeteria Attendant,"$21,513.68 ",21513.68,4.332714705
20342,Black,Male,1,BPS Latin Academy,Head of School,"$109,604.20 ",109604.2,5.039827197
20343,Black,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$19,190.74 ",19190.74,4.283091722
20344,Asian,Male,1,ASD Office of Budget Mangmnt,Management Analyst (Obpe),"$18,716.15 ",18716.15,4.272216517
20345,Black,Female,0,BPS Human Resource Team,Teacher,"$29,476.72 ",29476.72,4.469479156
20346,Asian,Female,0,Public Works Department,Jr Eng Aid,"$17,615.51 ",17615.51,4.245895221
20347,White,Male,1,Brighton Police Department,Police Officer,"$5,267.08 ",5267.08,3.721569915
20348,White,NA,1,Brighton Police Department,Police Officer,"$74,432.18 ",74432.18,4.871760739
20349,Asian,Female,0,BPS Orchard Gardens K-8 Pilot,Teacher,"$108,272.76 ",108272.76,5.034519208
20350,NA,Male,1,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$16,843.62 ",16843.62,4.226435435
20351,White,Female,0,BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$35,829.95 ",35829.95,4.554246202
20352,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$64,687.15 ",64687.15,4.810818017
20353,White,Male,1,Inspectional Services Dept,Envrnmntl Health Inspector I,"$68,312.73 ",68312.73,4.834501642
20354,Black,Female,0,BPS Condon Elementary,Sub Lunch Monitor,"$7,749.00 ",7749,3.889245661
20355,Black,NA,1,BPS Transportation,Cab Monitor,"$11,340.94 ",11340.94,4.054649053
20356,Black,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$9,320.95 ",9320.95,3.969460178
20357,Black,Female,0,BPS Transportation,Cab Monitor,"$10,365.54 ",10365.54,4.015591932
20358,Black,Male,1,BPS Charlestown High,Paraprofessional,"$35,553.27 ",35553.27,4.550879551
20359,NA,Male,1,Public Works Department,Jr Eng Aid,"$18,202.70 ",18202.7,4.260135812
20360,White,Female,0,Brighton Police Department,Worker's Compensation Case Mgr,"$50,361.15 ",50361.15,4.702095639
20361,Black,Female,0,BPS Irving Middle,Nurse,"$100,990.22 ",100990.22,5.004279318
20362,NA,Female,0,BPS Dearborn Middle,Teacher,"$24,185.52 ",24185.52,4.383555429
20363,White,Female,0,BPS Blackstone Elementary,Sub Lunch Monitor,"$6,107.25 ",6107.25,3.785845698
20364,White,Female,0,BPS Guild Elementary,Teacher,"$63,297.22 ",63297.22,4.801384636
20365,NA,Female,0,Curley K-8,Teacher,"$75,974.04 ",75974.04,4.880665221
20366,Black,Male,1,BPS Facility Management,Jr Cust/Nights,"$19,831.92 ",19831.92,4.297364762
20367,White,Male,1,Brighton Fire Department,Fire Fighter,"$119,168.07 ",119168.07,5.076159906
20368,White,Male,1,BPS Madison Park High,Teacher,"$125,853.71 ",125853.71,5.099866022
20369,White,NA,1,Tech Brighton Academy,Teacher,"$113,348.52 ",113348.52,5.054415854
20370,NA,Male,1,Food & Nutrition Svc,Coord-Manager (D),"$102,944.20 ",102944.2,5.012601883
20371,Hispanic,Female,0,BPS Sumner Elementary,Lunch Hour Monitors,"$2,105.68 ",2105.68,3.323392372
20372,Hispanic,Female,0,"UP ""Unlocking Potential"" Acad",Teacher,"$60,919.12 ",60919.12,4.784753621
20373,White,Male,1,"Kennedy, EM Health Academy",Teacher,"$26,775.27 ",26775.27,4.427733859
20374,Hispanic,Male,1,Property Management,Security Offc (Prot Ser),"$42,552.00 ",42552,4.628919977
20375,Hispanic,NA,1,"Kennedy, JF Elementary",Cluster Substitute,"$35,615.28 ",35615.28,4.551636363
20376,Hispanic,NA,1,BPS Special Education,One to One Para,"$26,370.86 ",26370.86,4.421124293
20377,Hispanic,Female,0,"Kennedy, JF Elementary",Paraprofessional,"$44,934.43 ",44934.43,4.652579237
20378,Hispanic,Male,1,BPS Facility Management,Part-Time Custodian,"$13,820.90 ",13820.9,4.140536325
20379,NA,Male,1,Henderson Elementary,Teacher,"$70,917.70 ",70917.7,4.850754642
20380,Hispanic,Female,0,"Greenwood, S K-8",Paraprofessional,"$43,317.82 ",43317.82,4.636666592
20381,NA,Male,1,ASD Office of Budget Mangmnt,Assistant Director (OBM),"$109,626.76 ",109626.76,5.039916579
20382,Hispanic,Male,1,Inspectional Services Dept,Data Proc Equip Tech,"$21,432.18 ",21432.18,4.331066348
20383,White,Male,1,Henderson Elementary,Teacher,"$70,091.00 ",70091,4.845662256
20384,White,Female,0,Brighton Fire Department,Management Analyst,"$78,709.94 ",78709.94,4.896029581
20385,White,Male,1,Brighton Police Department,Police Officer,"$93,024.53 ",93024.53,4.968597484
20386,White,Female,0,Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,"$90,677.41 ",90677.41,4.957499107
20387,NA,Female,0,Office of Economic Development,Staff Asst IV,"$97,121.75 ",97121.75,4.987316499
20388,Black,Male,1,BPS Facility Management,Sen Cust C/Nights,"$73,024.92 ",73024.92,4.86347109
20389,White,Female,0,BPS Special Education,Occupational Therapist,"$31,807.08 ",31807.08,4.502523801
20390,NA,Female,0,BPS Beethoven Elementary,Teacher,"$113,070.14 ",113070.14,5.05334793
20391,White,Male,1,Brighton Police Department,Offset Compositor,"$70,247.23 ",70247.23,4.846629204
20392,NA,Female,0,Early Learning Services,Program Director (Basas 9),"$116,470.90 ",116470.9,5.066217431
20393,NA,Male,1,Brighton Fire Department,Fire Fighter,"$126,838.11 ",126838.11,5.103249762
20394,White,Male,1,BPS Condon Elementary,Teacher,"$56,294.82 ",56294.82,4.750468435
20395,Hispanic,Female,0,Haynes EEC,Teacher,"$105,219.82 ",105219.82,5.022097555
20396,Black,Male,1,BPS Orchard Gardens K-8 Pilot,Cluster Substitute,"$25,433.08 ",25433.08,4.405398957
20397,Black,NA,1,BPS Facility Management,Jr Cust/Nights,"$41,129.64 ",41129.64,4.614154908
20398,Black,Female,0,BPS Transportation,Cab Monitor,"$12,116.80 ",12116.8,4.083387939
20399,Black,Male,1,BPS Brighton Comm Leadership Ac,Part-Time Cafeteria Attendant,"$14,795.32 ",14795.32,4.170124363
20400,Black,NA,1,BPS Transportation,Standby Cab Monitor HE,"$23,163.45 ",23163.45,4.364803244
20401,White,Male,1,Brighton City Council,Secretary,"$35,561.60 ",35561.6,4.550981293
20402,NA,Female,0,BPS Transportation,Standby Cab Monitor HE,"$20,709.60 ",20709.6,4.316171711
20403,Black,NA,1,Traffic Division,Parking Meter Supervisor,"$54,763.43 ",54763.43,4.738490641
20404,Hispanic,Female,0,Mayor's Office,Spec Asst I,"$76,321.68 ",76321.68,4.882647922
20405,Hispanic,Male,1,Early Learning Services,Program Director (Basas 9),"$105,115.46 ",105115.46,5.021666595
20406,Hispanic,Male,1,Hernandez K-8,Teacher,"$88,880.40 ",88880.4,4.948806
20407,Hispanic,Male,1,Brighton Police Department,Jr  Building Custodian,"$45,125.11 ",45125.11,4.654418274
20408,NA,Female,0,King K-8,Part-Time Cafeteria Attendant,"$18,887.09 ",18887.09,4.27616505
20409,Hispanic,NA,1,BPS McCormack Middle,Part-Time Cafeteria Attendant,"$14,316.92 ",14316.92,4.155849598
20410,Hispanic,Female,0,"Greenwood, S K-8",Social Worker/Coordinator,"$22,121.12 ",22121.12,4.344807112
20411,Hispanic,Female,0,Achievement Gap,Manager NonAcad C,"$2,069.89 ",2069.89,3.315947266
20412,Hispanic,Female,0,Tobin K-8,Paraprofessional,"$39,352.32 ",39352.32,4.594970341
20413,Hispanic,Female,0,Edison K-8,Part-Time Cafeteria Attendant,"$11,135.03 ",11135.03,4.046691391
20414,Hispanic,Female,0,BPS Brighton High,Social Worker/Coordinator,"$21,085.84 ",21085.84,4.323990907
20415,Hispanic,Female,0,Brighton City Council,Central Staff Dir (CC),"$97,839.81 ",97839.81,4.990515601
20416,Hispanic,NA,1,Traffic Division,Parking Meter Supervisor,"$5,097.08 ",5097.08,3.70732145
20417,Hispanic,Female,0,BPS Facility Management,Part-Time Custodian,"$11,710.20 ",11710.2,4.068564313
20418,Hispanic,Male,1,Brighton Fire Department,Fire Fighter,"$103,756.19 ",103756.19,5.016014016
20419,Hispanic,Female,0,Brighton Retirement System,Sr Data Proc Sys Anl,"$94,450.76 ",94450.76,4.975205457
20420,Hispanic,Female,0,BPS Counseling Service,Pupil Adjustment Counselor(1),"$107,023.16 ",107023.16,5.02947777
20421,Hispanic,Female,0,Hurley K-8,Teacher,"$110,688.62 ",110688.62,5.044102973
20422,White,Female,0,BPS Guild Elementary,Teacher,"$118,918.28 ",118918.28,5.075248619
20423,White,Female,0,BPS Burke High,Student Dev Counselor (1),"$102,894.36 ",102894.36,5.01239157
20424,NA,Female,0,BPS New Mission Pilot,Teacher,"$115,723.74 ",115723.74,5.063422461
20425,White,Female,0,BPS Conley Elementary,Teacher,"$110,688.62 ",110688.62,5.044102973
20426,Hispanic,NA,1,BPS Sumner Elementary,Teacher,"$113,545.62 ",113545.62,5.055170386
20427,Hispanic,Male,1,Brighton Public Library,Spec Library Asst I,"$57,118.75 ",57118.75,4.756778695
20428,Hispanic,Female,0,Tobin K-8,Teacher,"$108,746.90 ",108746.9,5.036416886
20429,Hispanic,Female,0,Age Strong,Advocacy Representative,"$36,071.41 ",36071.41,4.557163119
20430,Hispanic,Female,0,BPS Special Education,Speech & Language Pathologist,"$119,085.42 ",119085.42,5.075858593
20431,Hispanic,Male,1,BPS McCormack Middle,Teacher,"$69,088.62 ",69088.62,4.839406518
20432,Hispanic,Male,1,BPS Latin Academy,Teacher,"$102,989.96 ",102989.96,5.012794889
20433,White,Male,1,BPS Human Resource Team,Manager NonAcad C,"$96,627.24 ",96627.24,4.985099575
20434,Hispanic,Male,1,Brighton Fire Department,Fire Fighter,"$126,754.04 ",126754.04,5.10296181
20435,Hispanic,Male,1,Public Works Department,Sr Radio Comm Tech CFM##,"$70,028.86 ",70028.86,4.845277057
20436,Hispanic,Female,0,BPS Sumner Elementary,Lunch Hour Monitors,"$9,292.41 ",9292.41,3.968128364
20437,Hispanic,Female,0,Brighton Collaborative High Sch,Teacher,"$71,101.40 ",71101.4,4.851878152
20438,White,Female,0,King K-8,Teacher,"$127,699.93 ",127699.93,5.106190659
20439,White,NA,1,Immigrant Advancement,Dir,"$105,576.90 ",105576.9,5.023568906
20440,Hispanic,Male,1,Warren/Prescott K-8,Teacher,"$113,330.26 ",113330.26,5.054345885
20441,White,Female,0,BPS Ohrenberger Elementary,Social Worker/Coordinator,"$39,037.10 ",39037.1,4.591477547
20442,Hispanic,Male,1,Public Facilities Department,Clerk of Works II (PFD),"$77,216.29 ",77216.29,4.887708931
20443,White,Male,1,BPS Brighton Latin,Teacher,"$76,741.30 ",76741.3,4.885029152
20444,Black,Male,1,Brighton Police Department,Police Detective,"$106,058.25 ",106058.25,5.025544457
20445,Black,NA,1,Ellison/Parks EES,Cluster Substitute,"$10,716.63 ",10716.63,4.030058237
20446,Black,Male,1,BPS Transportation,Standby Cab Monitor HE,"$17,736.13 ",17736.13,4.248858863
20447,White,Male,1,Brighton Cntr - Youth & Families,Maint Worker/Custodian,"$49,999.65 ",49999.65,4.698966964
20448,Asian,Male,1,BPS Facility Management,Part-Time Custodian,"$13,908.84 ",13908.84,4.143290911
20449,Asian,Female,0,Teaching & Learning,Sum Sch - BTU Prof,"$9,200.00 ",9200,3.963787827
20450,NA,Female,0,BPS Health Service,Senior Director (BASAS 12B),"$94,621.08 ",94621.08,4.975987901
20451,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$22,401.06 ",22401.06,4.350268569
20452,Asian,Female,0,BPS Special Education,Specialist (BTU),"$93,508.90 ",93508.9,4.970852948
20453,Asian,Female,0,BPS Manning Elementary,SpEd Support Svcs Coordinator,"$57,008.33 ",57008.33,4.755938319
20454,White,Female,0,BPS Blackstone Elementary,Specialist (BTU),"$76,265.07 ",76265.07,4.882325673
20455,Asian,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$59,067.18 ",59067.18,4.771346237
20456,Asian,Female,0,BPS Conley Elementary,Teacher,"$107,769.58 ",107769.58,5.03249619
20457,NA,Female,0,BPS Brighton Comm Leadership Ac,Teacher,"$24,185.52 ",24185.52,4.383555429
20458,Asian,Male,1,Brighton Fire Department,Fire Fighter,"$127,125.30 ",127125.3,5.104231991
20459,White,Female,0,Brighton Police Department,Police Detective,"$103,418.58 ",103418.58,5.01459857
20460,Asian,Male,1,Public Works Department,WkgFrprsMaint Mech(Painter)##,"$41,349.14 ",41349.14,4.616466481
20461,Asian,Male,1,Edison K-8,Paraprofessional,"$24,703.85 ",24703.85,4.392764642
20462,Asian,Male,1,BPS Mather Elementary,Teacher,"$119,156.98 ",119156.98,5.076119488
20463,Asian,Female,0,BPS Counseling Service,School Psychologist(1),"$104,225.71 ",104225.71,5.017974862
20464,White,Male,1,Parks Department,Laborer Seasonal (Parks),"$11,551.88 ",11551.88,4.062652669
20465,Asian,Female,0,Brighton Police Department,Police Officer,"$5,267.08 ",5267.08,3.721569915
20466,Asian,Male,1,BPS Charlestown High,Cluster Substitute,"$34,185.98 ",34185.98,4.533848034
20467,Asian,Female,0,BPS Fenway High,Teacher,"$68,647.32 ",68647.32,4.836623587
20468,Asian,Female,0,"Kennedy, PJ Elementary",Teacher,"$107,085.38 ",107085.38,5.029730182
20469,Asian,Female,0,Quincy Upper School,Teacher,"$78,868.74 ",78868.74,4.896904903
20470,Asian,Female,0,Green Academy,Teacher,"$97,588.56 ",97588.56,4.98939891
20471,Asian,Female,0,BPS Condon Elementary,Teacher,"$121,233.56 ",121233.56,5.083622858
20472,Hispanic,Female,0,BPS Everett Elementary,Teacher,"$109,146.78 ",109146.78,5.038010928
20473,White,Female,0,Edison K-8,Principal Middle,"$73,406.66 ",73406.66,4.865735464
20474,White,Male,1,Parks Department,Prin Admin Analyst,"$98,971.35 ",98971.35,4.995509494
20475,Hispanic,Female,0,Umana Middle,Nurse,"$76,008.60 ",76008.6,4.880862733
20476,Hispanic,NA,1,BPS Channing Elementary,Paraprofessional,"$42,995.96 ",42995.96,4.63342765
20477,Hispanic,Male,1,Brighton Police Department,Police Offc/Bomb Squad,"$97,500.87 ",97500.87,4.989008491
20478,Hispanic,Male,1,Newcomers Academy,Teacher,"$115,685.81 ",115685.81,5.063280092
20479,Hispanic,NA,1,BPS Mozart Elementary,Teacher,"$82,422.41 ",82422.41,4.916045309
20480,Hispanic,Male,1,Brighton Fire Department,FF(SOCBestTeam)-AdvTechnician,"$137,972.25 ",137972.25,5.139791747
20481,Hispanic,Male,1,Public Works Department,Highway Maint Inspector##,"$29,337.45 ",29337.45,4.467422362
20482,Hispanic,Female,0,English Language Learn,Specialist (BTU),"$123,955.78 ",123955.78,5.093266783
20483,Hispanic,Female,0,BPS Charlestown High,Nurse,"$97,709.88 ",97709.88,4.98993848
20484,Hispanic,Male,1,BPS Facility Mgmt/A & R,Sen Sup Sch Bldgs Heating&Ven,"$94,937.18 ",94937.18,4.977436327
20485,Hispanic,Female,0,BPS McCormack Middle,Part-Time Cafeteria Attendant,"$11,949.57 ",11949.57,4.077352278
20486,Hispanic,Male,1,Public Works Department,Code Enforce Offc,"$65,186.03 ",65186.03,4.814154532
20487,Hispanic,Male,1,Teaching & Learning,Teacher,"$91,397.66 ",91397.66,4.960935077
20488,Hispanic,Female,0,BPS Latin Academy,Teacher,"$78,189.66 ",78189.66,4.893149325
20489,Hispanic,Female,0,BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$37,296.61 ",37296.61,4.571669359
20490,NA,Female,0,East Brighton EEC,Principal Elementary,"$128,389.70 ",128389.7,5.108530184
20491,White,Male,1,Brighton Fire Department,FF(IncidentCommandSpec)DFC-Tec,"$126,270.65 ",126270.65,5.101302416
20492,NA,Female,0,BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$5,208.91 ",5208.91,3.716746854
20493,NA,Female,0,BPS Trotter Elementary,Teacher,"$41,353.70 ",41353.7,4.616514373
20494,White,Female,0,BPS Snowden International Hi,Teacher,"$113,861.08 ",113861.08,5.056375299
20495,White,Male,1,BPS Channing Elementary,Teacher,"$116,595.45 ",116595.45,5.066681603
20496,White,Female,0,BPS Brighton International HS,Teacher,"$115,901.22 ",115901.22,5.064088007
20497,Hispanic,Female,0,BPS Lee Elementary,Teacher,"$53,155.22 ",53155.22,4.72554592
20498,Hispanic,Male,1,BPS Brighton Arts Academy,Manager (C) (non-ac),"$94,055.66 ",94055.66,4.973384935
20499,Hispanic,NA,1,Tobin K-8,Social Worker/Coordinator,"$71,913.56 ",71913.56,4.856810789
20500,Hispanic,Female,0,BPS Adams Elementary,Paraprofessional,NA,NA,NA
20501,Hispanic,Male,1,Brighton Police Department,Police Officer Hdq Dispatch,"$102,693.97 ",102693.97,5.011544943
20502,Hispanic,Female,0,Curley K-8,Before/After School Support,NA,NA,NA
20503,Hispanic,NA,1,BPS Hennigan Elementary,Social Worker/Coordinator,"$26,002.21 ",26002.21,4.415010261
20504,NA,Female,0,Brighton City Council,Office Manager (CC),"$52,900.40 ",52900.4,4.723458956
20505,White,NA,1,BPS Dever Elementary,Paraprofessional,"$24,085.11 ",24085.11,4.381748634
20506,Black,Male,1,Young Achievers K-8,Paraprofessional,"$37,835.68 ",37835.68,4.577901544
20507,NA,Female,0,BPS McKinley Middle,Paraprofessional,"$41,331.79 ",41331.79,4.616284214
20508,White,Female,0,BPS Brighton Arts Academy,Teacher,NA,NA,NA
20509,NA,Female,0,Young Achievers K-8,Head Staff Assistant 28,"$69,134.26 ",69134.26,4.839693319
20510,White,Female,0,West Zone ELC,Community Field Coordinator,"$54,535.20 ",54535.2,4.73667691
20511,White,Female,0,BPS Special Education,One to One Para,"$54,041.70 ",54041.7,4.732729002
20512,White,Male,1,BPS Facility Management,Jr Cust/Nights,"$49,372.80 ",49372.8,4.693487757
20513,White,Female,0,BPS Blackstone Elementary,Teacher,"$82,278.76 ",82278.76,4.915287738
20514,White,Male,1,Traffic Division,Parking Meter Oper Frprs##,"$78,236.44 ",78236.44,4.89340908
20515,White,Male,1,Public Works Department,Hvy Mtr Equip Oper & P W Lbr,"$41,289.44 ",41289.44,4.615838993
20516,Black,NA,1,BPS Transportation,Cab Monitor,"$20,911.56 ",20911.56,4.320386432
20517,Hispanic,Female,0,"Kennedy, PJ Elementary",Paraprofessional,"$36,596.91 ",36596.91,4.563444418
20518,Hispanic,Male,1,Brighton Police Department,Police Officer,"$88,257.76 ",88257.76,4.945752901
20519,Hispanic,Female,0,Margarita Muniz Academy,Head of School,"$151,942.91 ",151942.91,5.18168044
20520,Hispanic,Female,0,Brighton Police Department,School Traffic Supv,"$10,169.11 ",10169.11,4.007282945
20521,NA,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$38,346.76 ",38346.76,4.583728675
20522,Hispanic,Male,1,Brighton Police Department,Police Officer,"$81,099.67 ",81099.67,4.909019087
20523,Hispanic,Female,0,Young Achievers K-8,Paraprofessional,"$32,610.69 ",32610.69,4.513359988
20524,Hispanic,Female,0,BPS Brighton High,Part-Time Cafeteria Attendant,"$11,490.84 ",11490.84,4.060351778
20525,Hispanic,Female,0,Hurley K-8,Teacher,NA,NA,NA
20526,Hispanic,NA,1,Chief Academic Officer,Special Assistant (C),"$86,719.56 ",86719.56,4.938117066
20527,Hispanic,Female,0,"Kennedy, PJ Elementary",Community Field Coordinator,"$73,394.41 ",73394.41,4.865662984
20528,Hispanic,Male,1,Brighton Police Department,Police Offc Comm Serv Offc 3$8,"$100,425.00 ",100425,5.00184184
